"REF_DATE","GEO","DGUID","Trade","Basis","Seasonal adjustment","Principal trading partners","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2025-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838593","1.1.2.2.11","17207.8","","","","1"
"2025-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838593","1.1.2.2.11","15522.6","","","","1"
"2025-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838593","1.1.2.2.11","16194.3","","","","1"
"2026-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838593","1.1.2.2.11","17370.6","","","","1"
"2026-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838593","1.1.2.2.11","16966.0","","","","1"
"2001-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","3063.6","","","","1"
"2001-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2765.5","","","","1"
"2001-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2813.2","","","","1"
"2002-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2546.2","","","","1"
"2002-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2597.6","","","","1"
"2002-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2423.4","","","","1"
"2002-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2589.5","","","","1"
"2003-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2709.1","","","","1"
"2003-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2143.8","","","","1"
"2003-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2135.8","","","","1"
"2003-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2169.9","","","","1"
"2004-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2193.6","","","","1"
"2004-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2361.2","","","","1"
"2004-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2454.2","","","","1"
"2004-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2437.5","","","","1"
"2005-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2156.0","","","","1"
"2005-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2390.9","","","","1"
"2005-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2172.7","","","","1"
"2005-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2299.4","","","","1"
"2006-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2203.5","","","","1"
"2006-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2447.4","","","","1"
"2006-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2595.0","","","","1"
"2006-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2275.6","","","","1"
"2007-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2435.3","","","","1"
"2007-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2608.0","","","","1"
"2007-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2436.7","","","","1"
"2007-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2475.6","","","","1"
"2008-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2108.5","","","","1"
"2008-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","3291.6","","","","1"
"2008-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","3303.8","","","","1"
"2008-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2514.8","","","","1"
"2009-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","1956.5","","","","1"
"2009-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2196.3","","","","1"
"2009-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","1690.5","","","","1"
"2009-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2656.3","","","","1"
"2010-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2653.4","","","","1"
"2010-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2009.2","","","","1"
"2010-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2127.6","","","","1"
"2010-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2766.2","","","","1"
"2011-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2703.8","","","","1"
"2011-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2904.8","","","","1"
"2011-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2527.1","","","","1"
"2011-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2422.6","","","","1"
"2012-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2077.9","","","","1"
"2012-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2321.9","","","","1"
"2012-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2428.4","","","","1"
"2012-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","1566.6","","","","1"
"2013-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","1588.4","","","","1"
"2013-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2496.8","","","","1"
"2013-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","1601.3","","","","1"
"2013-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","1933.2","","","","1"
"2014-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","1818.3","","","","1"
"2014-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2007.7","","","","1"
"2014-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2135.8","","","","1"
"2014-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2293.8","","","","1"
"2015-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2548.7","","","","1"
"2015-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2054.9","","","","1"
"2015-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2135.4","","","","1"
"2015-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","1900.5","","","","1"
"2016-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","1924.4","","","","1"
"2016-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","1823.1","","","","1"
"2016-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2082.1","","","","1"
"2016-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","1908.0","","","","1"
"2017-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2149.9","","","","1"
"2017-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","1960.2","","","","1"
"2017-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","1952.3","","","","1"
"2017-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2026.1","","","","1"
"2018-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","1909.0","","","","1"
"2018-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2084.5","","","","1"
"2018-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2253.3","","","","1"
"2018-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","1976.6","","","","1"
"2019-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2207.0","","","","1"
"2019-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2154.6","","","","1"
"2019-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","1766.4","","","","1"
"2019-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2259.6","","","","1"
"2020-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2071.4","","","","1"
"2020-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2547.6","","","","1"
"2020-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2360.6","","","","1"
"2020-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2427.7","","","","1"
"2021-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2290.3","","","","1"
"2021-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2226.6","","","","1"
"2021-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","3070.4","","","","1"
"2021-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2447.1","","","","1"
"2022-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2415.2","","","","1"
"2022-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2924.2","","","","1"
"2022-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2169.5","","","","1"
"2022-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2394.1","","","","1"
"2023-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2568.1","","","","1"
"2023-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","3255.9","","","","1"
"2023-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2536.6","","","","1"
"2023-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2517.1","","","","1"
"2024-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2452.7","","","","1"
"2024-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2501.2","","","","1"
"2024-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2372.5","","","","1"
"2024-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2574.2","","","","1"
"2025-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2984.2","","","","1"
"2025-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","3191.3","","","","1"
"2025-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2389.4","","","","1"
"2025-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2227.1","","","","1"
"2026-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2336.1","","","","1"
"2026-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United Kingdom","Dollars","81","millions","6","v1001838586","1.1.2.2.4","2571.2","","","","1"
"2001-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","1824.1","","","","1"
"2001-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","1723.2","","","","1"
"2001-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","1707.5","","","","1"
"2002-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","1787.3","","","","1"
"2002-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","1694.5","","","","1"
"2002-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","1616.3","","","","1"
"2002-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","1822.9","","","","1"
"2003-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","1893.0","","","","1"
"2003-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","1686.7","","","","1"
"2003-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","1430.5","","","","1"
"2003-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","1576.7","","","","1"
"2004-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","1657.5","","","","1"
"2004-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","1727.0","","","","1"
"2004-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","1740.1","","","","1"
"2004-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","1633.3","","","","1"
"2005-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","1804.4","","","","1"
"2005-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","1892.8","","","","1"
"2005-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","1953.3","","","","1"
"2005-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","2130.8","","","","1"
"2006-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","2145.8","","","","1"
"2006-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","2057.8","","","","1"
"2006-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","2268.1","","","","1"
"2006-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","2362.3","","","","1"
"2007-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","2508.9","","","","1"
"2007-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","2269.6","","","","1"
"2007-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","2557.8","","","","1"
"2007-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","2203.7","","","","1"
"2008-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","2197.9","","","","1"
"2008-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","2361.2","","","","1"
"2008-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","2730.4","","","","1"
"2008-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","3096.3","","","","1"
"2009-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","2221.7","","","","1"
"2009-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","2224.9","","","","1"
"2009-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","2922.4","","","","1"
"2009-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","2785.3","","","","1"
"2010-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","3438.8","","","","1"
"2010-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","3373.6","","","","1"
"2010-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","3438.1","","","","1"
"2010-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","3676.9","","","","1"
"2011-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","3680.7","","","","1"
"2011-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","3673.5","","","","1"
"2011-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","4098.7","","","","1"
"2011-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","3810.9","","","","1"
"2012-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","4102.0","","","","1"
"2012-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","4097.4","","","","1"
"2012-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","3849.5","","","","1"
"2012-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","3862.6","","","","1"
"2013-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","4020.7","","","","1"
"2013-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","4026.0","","","","1"
"2013-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","4326.1","","","","1"
"2013-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","4007.9","","","","1"
"2014-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","4050.5","","","","1"
"2014-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","4140.0","","","","1"
"2014-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","4288.0","","","","1"
"2014-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","4657.1","","","","1"
"2015-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","4718.1","","","","1"
"2015-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","4594.7","","","","1"
"2015-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","4556.9","","","","1"
"2015-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","4503.9","","","","1"
"2016-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","4687.7","","","","1"
"2016-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","4741.0","","","","1"
"2016-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","4653.2","","","","1"
"2016-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","4833.6","","","","1"
