"REF_DATE","GEO","DGUID","Trade","Basis","Seasonal adjustment","Principal trading partners","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2001-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","89613.2","","","","1"
"2001-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","86447.4","","","","1"
"2001-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","84187.2","","","","1"
"2002-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","85645.5","","","","1"
"2002-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","88598.1","","","","1"
"2002-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","91008.3","","","","1"
"2002-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","91377.5","","","","1"
"2003-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","90483.8","","","","1"
"2003-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","85321.2","","","","1"
"2003-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","82859.5","","","","1"
"2003-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","84038.7","","","","1"
"2004-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","85297.2","","","","1"
"2004-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","91893.0","","","","1"
"2004-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","93997.0","","","","1"
"2004-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","92089.1","","","","1"
"2005-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","94846.6","","","","1"
"2005-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","96624.3","","","","1"
"2005-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","97172.9","","","","1"
"2005-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","99196.5","","","","1"
"2006-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","98464.0","","","","1"
"2006-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","101335.3","","","","1"
"2006-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","102219.7","","","","1"
"2006-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","102861.1","","","","1"
"2007-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","105907.0","","","","1"
"2007-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","104391.6","","","","1"
"2007-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","104261.3","","","","1"
"2007-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","101579.8","","","","1"
"2008-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","104850.8","","","","1"
"2008-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","111982.7","","","","1"
"2008-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","114597.1","","","","1"
"2008-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","112510.0","","","","1"
"2009-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","95790.3","","","","1"
"2009-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","89687.9","","","","1"
"2009-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","93340.8","","","","1"
"2009-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","95500.5","","","","1"
"2010-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","99048.2","","","","1"
"2010-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","102255.2","","","","1"
"2010-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","106530.0","","","","1"
"2010-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","106170.5","","","","1"
"2011-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","109919.8","","","","1"
"2011-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","112293.8","","","","1"
"2011-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","114909.0","","","","1"
"2011-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","119272.5","","","","1"
"2012-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","118904.9","","","","1"
"2012-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","119856.4","","","","1"
"2012-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","118622.1","","","","1"
"2012-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","117788.0","","","","1"
"2013-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","119969.5","","","","1"
"2013-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","121246.9","","","","1"
"2013-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","122961.7","","","","1"
"2013-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","123581.8","","","","1"
"2014-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","126925.8","","","","1"
"2014-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","131648.0","","","","1"
"2014-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","131924.7","","","","1"
"2014-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","134553.3","","","","1"
"2015-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","135909.3","","","","1"
"2015-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","135766.4","","","","1"
"2015-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","138837.2","","","","1"
"2015-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","138551.6","","","","1"
"2016-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","138124.5","","","","1"
"2016-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","134064.8","","","","1"
"2016-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","138317.8","","","","1"
"2016-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","136841.9","","","","1"
"2017-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","141883.9","","","","1"
"2017-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","147280.6","","","","1"
"2017-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","140171.4","","","","1"
"2017-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","145688.5","","","","1"
"2018-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","148514.3","","","","1"
"2018-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","153909.4","","","","1"
"2018-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","153824.9","","","","1"
"2018-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","151721.7","","","","1"
"2019-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","155962.5","","","","1"
"2019-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","155699.8","","","","1"
"2019-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","153454.0","","","","1"
"2019-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","149281.2","","","","1"
"2020-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","149621.1","","","","1"
"2020-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","116826.1","","","","1"
"2020-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","146338.2","","","","1"
"2020-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","150338.0","","","","1"
"2021-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","153076.6","","","","1"
"2021-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","153436.2","","","","1"
"2021-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","157862.9","","","","1"
"2021-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","170450.2","","","","1"
"2022-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","177211.9","","","","1"
"2022-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","194915.1","","","","1"
"2022-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","196336.8","","","","1"
"2022-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","194369.1","","","","1"
"2023-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","191364.6","","","","1"
"2023-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","193904.4","","","","1"
"2023-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","192232.0","","","","1"
"2023-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","193195.8","","","","1"
"2024-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","190447.4","","","","1"
"2024-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","197702.4","","","","1"
"2024-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","196585.3","","","","1"
"2024-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","200051.5","","","","1"
"2025-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","208509.9","","","","1"
"2025-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","201707.5","","","","1"
"2025-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","197183.9","","","","1"
"2025-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","199987.8","","","","1"
"2026-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","211797.8","","","","1"
"2026-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838583","1.1.2.2.1","220759.1","","","","1"
"2001-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","65711.9","","","","1"
"2001-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","62285.3","","","","1"
"2001-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","61019.8","","","","1"
"2002-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","62038.0","","","","1"
"2002-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","63372.2","","","","1"
"2002-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","65033.4","","","","1"
"2002-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","64591.5","","","","1"
"2003-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","63459.3","","","","1"
"2003-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","59889.9","","","","1"
"2003-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","57992.2","","","","1"
"2003-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","58890.3","","","","1"
"2004-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","59576.8","","","","1"
"2004-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","63530.5","","","","1"
"2004-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","64789.0","","","","1"
"2004-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","62132.7","","","","1"
"2005-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","63969.5","","","","1"
"2005-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","65045.0","","","","1"
"2005-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","64649.9","","","","1"
"2005-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","65614.1","","","","1"
"2006-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","65374.3","","","","1"
"2006-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","65601.7","","","","1"
"2006-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","66692.7","","","","1"
"2006-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","67637.9","","","","1"
"2007-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","68988.5","","","","1"
"2007-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","68179.3","","","","1"
"2007-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","67423.9","","","","1"
"2007-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","65581.4","","","","1"
"2008-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","66973.7","","","","1"
"2008-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","70645.8","","","","1"
"2008-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","72437.0","","","","1"
"2008-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","71552.1","","","","1"
"2009-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","60436.5","","","","1"
"2009-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","56126.3","","","","1"
"2009-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","59451.7","","","","1"
"2009-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","60289.6","","","","1"
"2010-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","62320.8","","","","1"
"2010-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","65077.9","","","","1"
"2010-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","66831.1","","","","1"
"2010-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","65872.0","","","","1"
"2011-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","67493.2","","","","1"
"2011-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","68413.4","","","","1"
"2011-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","71736.1","","","","1"
"2011-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","73869.1","","","","1"
"2012-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","73507.1","","","","1"
"2012-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","75449.7","","","","1"
"2012-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","74056.6","","","","1"
"2012-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","73200.6","","","","1"
"2013-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","75794.9","","","","1"
"2013-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","77792.1","","","","1"
"2013-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","78931.7","","","","1"
"2013-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","80997.3","","","","1"
"2014-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","84328.3","","","","1"
"2014-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","87352.4","","","","1"
"2014-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","88697.6","","","","1"
"2014-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","90898.2","","","","1"
"2015-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","89560.0","","","","1"
"2015-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","89485.3","","","","1"
"2015-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","92223.7","","","","1"
"2015-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","92437.5","","","","1"
"2016-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","91175.9","","","","1"
"2016-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","89001.8","","","","1"
"2016-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","89649.5","","","","1"
"2016-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","89941.1","","","","1"
"2017-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","91966.8","","","","1"
"2017-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","95753.4","","","","1"
"2017-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","89827.9","","","","1"
"2017-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","94179.3","","","","1"
"2018-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","96302.6","","","","1"
"2018-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","98398.3","","","","1"
"2018-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","98572.2","","","","1"
"2018-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","98239.1","","","","1"
"2019-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","98849.7","","","","1"
"2019-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","United States","Dollars","81","millions","6","v1001838584","1.1.2.2.2","99617.4","","","","1"
