"REF_DATE","GEO","DGUID","Type of currency","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-09-07","Canada","2021A000011124","Norwegian krone, daily average","Dollars","81","units","0","v111666235","1.12","","..","","","4"
"2020-09-07","Canada","2021A000011124","Peruvian new sol, daily average","Dollars","81","units","0","v111666236","1.13","","..","","","4"
"2020-09-07","Canada","2021A000011124","Russian ruble, daily average","Dollars","81","units","0","v111666237","1.14","","..","","t","5"
"2020-09-07","Canada","2021A000011124","Saudi riyal, daily average","Dollars","81","units","0","v111666238","1.15","","..","","t","4"
"2020-09-07","Canada","2021A000011124","Singapore dollar, daily average","Dollars","81","units","0","v111666239","1.16","","..","","","4"
"2020-09-07","Canada","2021A000011124","South African rand, daily average","Dollars","81","units","0","v111666240","1.17","","..","","","5"
"2020-09-07","Canada","2021A000011124","South Korean won, daily average","Dollars","81","units","0","v111666241","1.18","","..","","","6"
"2020-09-07","Canada","2021A000011124","Swedish krona, daily average","Dollars","81","units","0","v111666242","1.19","","..","","","4"
"2020-09-07","Canada","2021A000011124","Swiss franc, daily average","Dollars","81","units","0","v111666243","1.20","","..","","","4"
"2020-09-07","Canada","2021A000011124","Taiwanese dollar, daily average","Dollars","81","units","0","v111666244","1.21","","..","","","5"
"2020-09-07","Canada","2021A000011124","Turkish lira, daily average","Dollars","81","units","0","v111666246","1.23","","..","","","4"
"2020-09-07","Canada","2021A000011124","U.K. pound sterling, daily average","Dollars","81","units","0","v111666247","1.24","","..","","","4"
"2020-09-07","Canada","2021A000011124","U.S. dollar, daily average","Dollars","81","units","0","v111666248","1.25","","..","","","4"
"2020-09-07","Canada","2021A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI)","Index, 1992=100","173","units","0","v111666250","1.27","","..","","t","8"
"2020-09-08","Canada","2021A000011124","Australian dollar, daily average","Dollars","81","units","0","v111666224","1.1","0.9541","","","","4"
"2020-09-08","Canada","2021A000011124","Brazilian real, daily average","Dollars","81","units","0","v111666225","1.2","0.2462","","","","4"
"2020-09-08","Canada","2021A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1927","","","","4"
"2020-09-08","Canada","2021A000011124","European euro, daily average","Dollars","81","units","0","v111666227","1.4","1.5552","","","","4"
"2020-09-08","Canada","2021A000011124","Hong Kong dollar, daily average","Dollars","81","units","0","v111666228","1.5","0.170196","","","","6"
"2020-09-08","Canada","2021A000011124","Indian rupee, daily average","Dollars","81","units","0","v111666229","1.6","0.01787","","","","5"
"2020-09-08","Canada","2021A000011124","Indonesian rupiah, daily average","Dollars","81","units","0","v111666230","1.7","0.000089","","","","6"
"2020-09-08","Canada","2021A000011124","Japanese yen, daily average","Dollars","81","units","0","v111666231","1.8","0.01245","","","","5"
"2020-09-08","Canada","2021A000011124","Mexican peso, daily average","Dollars","81","units","0","v111666233","1.10","0.06066","","","","5"
"2020-09-08","Canada","2021A000011124","New Zealand dollar, daily average","Dollars","81","units","0","v111666234","1.11","0.8753","","","","4"
"2020-09-08","Canada","2021A000011124","Norwegian krone, daily average","Dollars","81","units","0","v111666235","1.12","0.1452","","","","4"
"2020-09-08","Canada","2021A000011124","Peruvian new sol, daily average","Dollars","81","units","0","v111666236","1.13","0.3724","","","","4"
"2020-09-08","Canada","2021A000011124","Russian ruble, daily average","Dollars","81","units","0","v111666237","1.14","0.01726","","","t","5"
"2020-09-08","Canada","2021A000011124","Saudi riyal, daily average","Dollars","81","units","0","v111666238","1.15","0.3517","","","t","4"
"2020-09-08","Canada","2021A000011124","Singapore dollar, daily average","Dollars","81","units","0","v111666239","1.16","0.9631","","","","4"
"2020-09-08","Canada","2021A000011124","South African rand, daily average","Dollars","81","units","0","v111666240","1.17","0.07793","","","","5"
"2020-09-08","Canada","2021A000011124","South Korean won, daily average","Dollars","81","units","0","v111666241","1.18","0.001109","","","","6"
"2020-09-08","Canada","2021A000011124","Swedish krona, daily average","Dollars","81","units","0","v111666242","1.19","0.1498","","","","4"
"2020-09-08","Canada","2021A000011124","Swiss franc, daily average","Dollars","81","units","0","v111666243","1.20","1.4383","","","","4"
"2020-09-08","Canada","2021A000011124","Taiwanese dollar, daily average","Dollars","81","units","0","v111666244","1.21","0.04508","","","","5"
"2020-09-08","Canada","2021A000011124","Turkish lira, daily average","Dollars","81","units","0","v111666246","1.23","0.1762","","","","4"
"2020-09-08","Canada","2021A000011124","U.K. pound sterling, daily average","Dollars","81","units","0","v111666247","1.24","1.7180","","","","4"
"2020-09-08","Canada","2021A000011124","U.S. dollar, daily average","Dollars","81","units","0","v111666248","1.25","1.3191","","","","4"
"2020-09-08","Canada","2021A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI)","Index, 1992=100","173","units","0","v111666250","1.27","","..","","t","8"
"2020-09-09","Canada","2021A000011124","Australian dollar, daily average","Dollars","81","units","0","v111666224","1.1","0.9578","","","","4"
"2020-09-09","Canada","2021A000011124","Brazilian real, daily average","Dollars","81","units","0","v111666225","1.2","0.2486","","","","4"
"2020-09-09","Canada","2021A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1927","","","","4"
"2020-09-09","Canada","2021A000011124","European euro, daily average","Dollars","81","units","0","v111666227","1.4","1.5552","","","","4"
"2020-09-09","Canada","2021A000011124","Hong Kong dollar, daily average","Dollars","81","units","0","v111666228","1.5","0.169958","","","","6"
"2020-09-09","Canada","2021A000011124","Indian rupee, daily average","Dollars","81","units","0","v111666229","1.6","0.01795","","","","5"
"2020-09-09","Canada","2021A000011124","Indonesian rupiah, daily average","Dollars","81","units","0","v111666230","1.7","0.000089","","","","6"
"2020-09-09","Canada","2021A000011124","Japanese yen, daily average","Dollars","81","units","0","v111666231","1.8","0.01240","","","","5"
"2020-09-09","Canada","2021A000011124","Mexican peso, daily average","Dollars","81","units","0","v111666233","1.10","0.06122","","","","5"
"2020-09-09","Canada","2021A000011124","New Zealand dollar, daily average","Dollars","81","units","0","v111666234","1.11","0.8791","","","","4"
"2020-09-09","Canada","2021A000011124","Norwegian krone, daily average","Dollars","81","units","0","v111666235","1.12","0.1458","","","","4"
"2020-09-09","Canada","2021A000011124","Peruvian new sol, daily average","Dollars","81","units","0","v111666236","1.13","0.3726","","","","4"
"2020-09-09","Canada","2021A000011124","Russian ruble, daily average","Dollars","81","units","0","v111666237","1.14","0.01746","","","t","5"
"2020-09-09","Canada","2021A000011124","Saudi riyal, daily average","Dollars","81","units","0","v111666238","1.15","0.3512","","","t","4"
"2020-09-09","Canada","2021A000011124","Singapore dollar, daily average","Dollars","81","units","0","v111666239","1.16","0.9635","","","","4"
"2020-09-09","Canada","2021A000011124","South African rand, daily average","Dollars","81","units","0","v111666240","1.17","0.07911","","","","5"
"2020-09-09","Canada","2021A000011124","South Korean won, daily average","Dollars","81","units","0","v111666241","1.18","0.001111","","","","6"
"2020-09-09","Canada","2021A000011124","Swedish krona, daily average","Dollars","81","units","0","v111666242","1.19","0.1503","","","","4"
"2020-09-09","Canada","2021A000011124","Swiss franc, daily average","Dollars","81","units","0","v111666243","1.20","1.4415","","","","4"
"2020-09-09","Canada","2021A000011124","Taiwanese dollar, daily average","Dollars","81","units","0","v111666244","1.21","0.04497","","","","5"
"2020-09-09","Canada","2021A000011124","Turkish lira, daily average","Dollars","81","units","0","v111666246","1.23","0.1758","","","","4"
"2020-09-09","Canada","2021A000011124","U.K. pound sterling, daily average","Dollars","81","units","0","v111666247","1.24","1.7110","","","","4"
"2020-09-09","Canada","2021A000011124","U.S. dollar, daily average","Dollars","81","units","0","v111666248","1.25","1.3173","","","","4"
"2020-09-09","Canada","2021A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI)","Index, 1992=100","173","units","0","v111666250","1.27","","..","","t","8"
"2020-09-10","Canada","2021A000011124","Australian dollar, daily average","Dollars","81","units","0","v111666224","1.1","0.9588","","","","4"
"2020-09-10","Canada","2021A000011124","Brazilian real, daily average","Dollars","81","units","0","v111666225","1.2","0.2484","","","","4"
"2020-09-10","Canada","2021A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1926","","","","4"
"2020-09-10","Canada","2021A000011124","European euro, daily average","Dollars","81","units","0","v111666227","1.4","1.5617","","","","4"
"2020-09-10","Canada","2021A000011124","Hong Kong dollar, daily average","Dollars","81","units","0","v111666228","1.5","0.169825","","","","6"
"2020-09-10","Canada","2021A000011124","Indian rupee, daily average","Dollars","81","units","0","v111666229","1.6","0.01793","","","","5"
"2020-09-10","Canada","2021A000011124","Indonesian rupiah, daily average","Dollars","81","units","0","v111666230","1.7","0.000089","","","","6"
"2020-09-10","Canada","2021A000011124","Japanese yen, daily average","Dollars","81","units","0","v111666231","1.8","0.01240","","","","5"
"2020-09-10","Canada","2021A000011124","Mexican peso, daily average","Dollars","81","units","0","v111666233","1.10","0.06170","","","","5"
"2020-09-10","Canada","2021A000011124","New Zealand dollar, daily average","Dollars","81","units","0","v111666234","1.11","0.8782","","","","4"
"2020-09-10","Canada","2021A000011124","Norwegian krone, daily average","Dollars","81","units","0","v111666235","1.12","0.1461","","","","4"
"2020-09-10","Canada","2021A000011124","Peruvian new sol, daily average","Dollars","81","units","0","v111666236","1.13","0.3717","","","","4"
"2020-09-10","Canada","2021A000011124","Russian ruble, daily average","Dollars","81","units","0","v111666237","1.14","0.01753","","","t","5"
"2020-09-10","Canada","2021A000011124","Saudi riyal, daily average","Dollars","81","units","0","v111666238","1.15","0.3509","","","t","4"
"2020-09-10","Canada","2021A000011124","Singapore dollar, daily average","Dollars","81","units","0","v111666239","1.16","0.9629","","","","4"
"2020-09-10","Canada","2021A000011124","South African rand, daily average","Dollars","81","units","0","v111666240","1.17","0.07818","","","","5"
"2020-09-10","Canada","2021A000011124","South Korean won, daily average","Dollars","81","units","0","v111666241","1.18","0.001109","","","","6"
"2020-09-10","Canada","2021A000011124","Swedish krona, daily average","Dollars","81","units","0","v111666242","1.19","0.1506","","","","4"
"2020-09-10","Canada","2021A000011124","Swiss franc, daily average","Dollars","81","units","0","v111666243","1.20","1.4495","","","","4"
"2020-09-10","Canada","2021A000011124","Taiwanese dollar, daily average","Dollars","81","units","0","v111666244","1.21","0.04494","","","","5"
"2020-09-10","Canada","2021A000011124","Turkish lira, daily average","Dollars","81","units","0","v111666246","1.23","0.1767","","","","4"
"2020-09-10","Canada","2021A000011124","U.K. pound sterling, daily average","Dollars","81","units","0","v111666247","1.24","1.6936","","","","4"
"2020-09-10","Canada","2021A000011124","U.S. dollar, daily average","Dollars","81","units","0","v111666248","1.25","1.3162","","","","4"
"2020-09-10","Canada","2021A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI)","Index, 1992=100","173","units","0","v111666250","1.27","","..","","t","8"
"2020-09-11","Canada","2021A000011124","Australian dollar, daily average","Dollars","81","units","0","v111666224","1.1","0.9601","","","","4"
"2020-09-11","Canada","2021A000011124","Brazilian real, daily average","Dollars","81","units","0","v111666225","1.2","0.2486","","","","4"
"2020-09-11","Canada","2021A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1929","","","","4"
"2020-09-11","Canada","2021A000011124","European euro, daily average","Dollars","81","units","0","v111666227","1.4","1.5612","","","","4"
"2020-09-11","Canada","2021A000011124","Hong Kong dollar, daily average","Dollars","81","units","0","v111666228","1.5","0.170140","","","","6"
"2020-09-11","Canada","2021A000011124","Indian rupee, daily average","Dollars","81","units","0","v111666229","1.6","0.01795","","","","5"
"2020-09-11","Canada","2021A000011124","Indonesian rupiah, daily average","Dollars","81","units","0","v111666230","1.7","0.000089","","","","6"
"2020-09-11","Canada","2021A000011124","Japanese yen, daily average","Dollars","81","units","0","v111666231","1.8","0.01242","","","","5"
"2020-09-11","Canada","2021A000011124","Mexican peso, daily average","Dollars","81","units","0","v111666233","1.10","0.06190","","","","5"
"2020-09-11","Canada","2021A000011124","New Zealand dollar, daily average","Dollars","81","units","0","v111666234","1.11","0.8791","","","","4"
"2020-09-11","Canada","2021A000011124","Norwegian krone, daily average","Dollars","81","units","0","v111666235","1.12","0.1457","","","","4"
"2020-09-11","Canada","2021A000011124","Peruvian new sol, daily average","Dollars","81","units","0","v111666236","1.13","0.3698","","","","4"
"2020-09-11","Canada","2021A000011124","Russian ruble, daily average","Dollars","81","units","0","v111666237","1.14","0.01760","","","t","5"
"2020-09-11","Canada","2021A000011124","Saudi riyal, daily average","Dollars","81","units","0","v111666238","1.15","0.3516","","","t","4"
"2020-09-11","Canada","2021A000011124","Singapore dollar, daily average","Dollars","81","units","0","v111666239","1.16","0.9642","","","","4"
"2020-09-11","Canada","2021A000011124","South African rand, daily average","Dollars","81","units","0","v111666240","1.17","0.07874","","","","5"
"2020-09-11","Canada","2021A000011124","South Korean won, daily average","Dollars","81","units","0","v111666241","1.18","0.001111","","","","6"
"2020-09-11","Canada","2021A000011124","Swedish krona, daily average","Dollars","81","units","0","v111666242","1.19","0.1502","","","","4"
"2020-09-11","Canada","2021A000011124","Swiss franc, daily average","Dollars","81","units","0","v111666243","1.20","1.4502","","","","4"
"2020-09-11","Canada","2021A000011124","Taiwanese dollar, daily average","Dollars","81","units","0","v111666244","1.21","0.04500","","","","5"
"2020-09-11","Canada","2021A000011124","Turkish lira, daily average","Dollars","81","units","0","v111666246","1.23","0.1764","","","","4"
"2020-09-11","Canada","2021A000011124","U.K. pound sterling, daily average","Dollars","81","units","0","v111666247","1.24","1.6874","","","","4"
"2020-09-11","Canada","2021A000011124","U.S. dollar, daily average","Dollars","81","units","0","v111666248","1.25","1.3186","","","","4"
"2020-09-11","Canada","2021A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI)","Index, 1992=100","173","units","0","v111666250","1.27","","..","","t","8"
"2020-09-12","Canada","2021A000011124","Australian dollar, daily average","Dollars","81","units","0","v111666224","1.1","0.0000","","","","4"
"2020-09-12","Canada","2021A000011124","Brazilian real, daily average","Dollars","81","units","0","v111666225","1.2","0.0000","","","","4"
"2020-09-12","Canada","2021A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.0000","","","","4"
"2020-09-12","Canada","2021A000011124","European euro, daily average","Dollars","81","units","0","v111666227","1.4","0.0000","","","","4"
"2020-09-12","Canada","2021A000011124","Hong Kong dollar, daily average","Dollars","81","units","0","v111666228","1.5","0.000000","","","","6"
"2020-09-12","Canada","2021A000011124","Indian rupee, daily average","Dollars","81","units","0","v111666229","1.6","0.00000","","","","5"
"2020-09-12","Canada","2021A000011124","Indonesian rupiah, daily average","Dollars","81","units","0","v111666230","1.7","0.000000","","","","6"
"2020-09-12","Canada","2021A000011124","Japanese yen, daily average","Dollars","81","units","0","v111666231","1.8","0.00000","","","","5"
"2020-09-12","Canada","2021A000011124","Mexican peso, daily average","Dollars","81","units","0","v111666233","1.10","0.00000","","","","5"
"2020-09-12","Canada","2021A000011124","New Zealand dollar, daily average","Dollars","81","units","0","v111666234","1.11","0.0000","","","","4"
"2020-09-12","Canada","2021A000011124","Norwegian krone, daily average","Dollars","81","units","0","v111666235","1.12","0.0000","","","","4"
"2020-09-12","Canada","2021A000011124","Peruvian new sol, daily average","Dollars","81","units","0","v111666236","1.13","0.0000","","","","4"
"2020-09-12","Canada","2021A000011124","Russian ruble, daily average","Dollars","81","units","0","v111666237","1.14","0.00000","","","t","5"
"2020-09-12","Canada","2021A000011124","Saudi riyal, daily average","Dollars","81","units","0","v111666238","1.15","0.0000","","","t","4"
"2020-09-12","Canada","2021A000011124","Singapore dollar, daily average","Dollars","81","units","0","v111666239","1.16","0.0000","","","","4"
"2020-09-12","Canada","2021A000011124","South African rand, daily average","Dollars","81","units","0","v111666240","1.17","0.00000","","","","5"
"2020-09-12","Canada","2021A000011124","South Korean won, daily average","Dollars","81","units","0","v111666241","1.18","0.000000","","","","6"
"2020-09-12","Canada","2021A000011124","Swedish krona, daily average","Dollars","81","units","0","v111666242","1.19","0.0000","","","","4"
"2020-09-12","Canada","2021A000011124","Swiss franc, daily average","Dollars","81","units","0","v111666243","1.20","0.0000","","","","4"
"2020-09-12","Canada","2021A000011124","Taiwanese dollar, daily average","Dollars","81","units","0","v111666244","1.21","0.00000","","","","5"
"2020-09-12","Canada","2021A000011124","Turkish lira, daily average","Dollars","81","units","0","v111666246","1.23","0.0000","","","","4"
"2020-09-12","Canada","2021A000011124","U.K. pound sterling, daily average","Dollars","81","units","0","v111666247","1.24","0.0000","","","","4"
"2020-09-12","Canada","2021A000011124","U.S. dollar, daily average","Dollars","81","units","0","v111666248","1.25","0.0000","","","","4"
"2020-09-12","Canada","2021A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI)","Index, 1992=100","173","units","0","v111666250","1.27","","..","","t","8"
"2020-09-13","Canada","2021A000011124","Australian dollar, daily average","Dollars","81","units","0","v111666224","1.1","0.0000","","","","4"
"2020-09-13","Canada","2021A000011124","Brazilian real, daily average","Dollars","81","units","0","v111666225","1.2","0.0000","","","","4"
"2020-09-13","Canada","2021A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.0000","","","","4"
"2020-09-13","Canada","2021A000011124","European euro, daily average","Dollars","81","units","0","v111666227","1.4","0.0000","","","","4"
"2020-09-13","Canada","2021A000011124","Hong Kong dollar, daily average","Dollars","81","units","0","v111666228","1.5","0.000000","","","","6"
"2020-09-13","Canada","2021A000011124","Indian rupee, daily average","Dollars","81","units","0","v111666229","1.6","0.00000","","","","5"
"2020-09-13","Canada","2021A000011124","Indonesian rupiah, daily average","Dollars","81","units","0","v111666230","1.7","0.000000","","","","6"
"2020-09-13","Canada","2021A000011124","Japanese yen, daily average","Dollars","81","units","0","v111666231","1.8","0.00000","","","","5"
"2020-09-13","Canada","2021A000011124","Mexican peso, daily average","Dollars","81","units","0","v111666233","1.10","0.00000","","","","5"
"2020-09-13","Canada","2021A000011124","New Zealand dollar, daily average","Dollars","81","units","0","v111666234","1.11","0.0000","","","","4"
"2020-09-13","Canada","2021A000011124","Norwegian krone, daily average","Dollars","81","units","0","v111666235","1.12","0.0000","","","","4"
"2020-09-13","Canada","2021A000011124","Peruvian new sol, daily average","Dollars","81","units","0","v111666236","1.13","0.0000","","","","4"
"2020-09-13","Canada","2021A000011124","Russian ruble, daily average","Dollars","81","units","0","v111666237","1.14","0.00000","","","t","5"
"2020-09-13","Canada","2021A000011124","Saudi riyal, daily average","Dollars","81","units","0","v111666238","1.15","0.0000","","","t","4"
"2020-09-13","Canada","2021A000011124","Singapore dollar, daily average","Dollars","81","units","0","v111666239","1.16","0.0000","","","","4"
"2020-09-13","Canada","2021A000011124","South African rand, daily average","Dollars","81","units","0","v111666240","1.17","0.00000","","","","5"
"2020-09-13","Canada","2021A000011124","South Korean won, daily average","Dollars","81","units","0","v111666241","1.18","0.000000","","","","6"
"2020-09-13","Canada","2021A000011124","Swedish krona, daily average","Dollars","81","units","0","v111666242","1.19","0.0000","","","","4"
"2020-09-13","Canada","2021A000011124","Swiss franc, daily average","Dollars","81","units","0","v111666243","1.20","0.0000","","","","4"
"2020-09-13","Canada","2021A000011124","Taiwanese dollar, daily average","Dollars","81","units","0","v111666244","1.21","0.00000","","","","5"
"2020-09-13","Canada","2021A000011124","Turkish lira, daily average","Dollars","81","units","0","v111666246","1.23","0.0000","","","","4"
"2020-09-13","Canada","2021A000011124","U.K. pound sterling, daily average","Dollars","81","units","0","v111666247","1.24","0.0000","","","","4"
"2020-09-13","Canada","2021A000011124","U.S. dollar, daily average","Dollars","81","units","0","v111666248","1.25","0.0000","","","","4"
"2020-09-13","Canada","2021A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI)","Index, 1992=100","173","units","0","v111666250","1.27","","..","","t","8"
"2020-09-14","Canada","2021A000011124","Australian dollar, daily average","Dollars","81","units","0","v111666224","1.1","0.9605","","","","4"
"2020-09-14","Canada","2021A000011124","Brazilian real, daily average","Dollars","81","units","0","v111666225","1.2","0.2490","","","","4"
"2020-09-14","Canada","2021A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1934","","","","4"
"2020-09-14","Canada","2021A000011124","European euro, daily average","Dollars","81","units","0","v111666227","1.4","1.5641","","","","4"
"2020-09-14","Canada","2021A000011124","Hong Kong dollar, daily average","Dollars","81","units","0","v111666228","1.5","0.169997","","","","6"
"2020-09-14","Canada","2021A000011124","Indian rupee, daily average","Dollars","81","units","0","v111666229","1.6","0.01794","","","","5"
"2020-09-14","Canada","2021A000011124","Indonesian rupiah, daily average","Dollars","81","units","0","v111666230","1.7","0.000089","","","","6"
"2020-09-14","Canada","2021A000011124","Japanese yen, daily average","Dollars","81","units","0","v111666231","1.8","0.01246","","","","5"
"2020-09-14","Canada","2021A000011124","Mexican peso, daily average","Dollars","81","units","0","v111666233","1.10","0.06241","","","","5"
"2020-09-14","Canada","2021A000011124","New Zealand dollar, daily average","Dollars","81","units","0","v111666234","1.11","0.8837","","","","4"
"2020-09-14","Canada","2021A000011124","Norwegian krone, daily average","Dollars","81","units","0","v111666235","1.12","0.1461","","","","4"
"2020-09-14","Canada","2021A000011124","Peruvian new sol, daily average","Dollars","81","units","0","v111666236","1.13","0.3692","","","","4"
"2020-09-14","Canada","2021A000011124","Russian ruble, daily average","Dollars","81","units","0","v111666237","1.14","0.01750","","","t","5"
"2020-09-14","Canada","2021A000011124","Saudi riyal, daily average","Dollars","81","units","0","v111666238","1.15","0.3513","","","t","4"
"2020-09-14","Canada","2021A000011124","Singapore dollar, daily average","Dollars","81","units","0","v111666239","1.16","0.9660","","","","4"
"2020-09-14","Canada","2021A000011124","South African rand, daily average","Dollars","81","units","0","v111666240","1.17","0.07903","","","","5"
"2020-09-14","Canada","2021A000011124","South Korean won, daily average","Dollars","81","units","0","v111666241","1.18","0.001115","","","","6"
"2020-09-14","Canada","2021A000011124","Swedish krona, daily average","Dollars","81","units","0","v111666242","1.19","0.1502","","","","4"
"2020-09-14","Canada","2021A000011124","Swiss franc, daily average","Dollars","81","units","0","v111666243","1.20","1.4523","","","","4"
"2020-09-14","Canada","2021A000011124","Taiwanese dollar, daily average","Dollars","81","units","0","v111666244","1.21","0.04504","","","","5"
"2020-09-14","Canada","2021A000011124","Turkish lira, daily average","Dollars","81","units","0","v111666246","1.23","0.1758","","","","4"
"2020-09-14","Canada","2021A000011124","U.K. pound sterling, daily average","Dollars","81","units","0","v111666247","1.24","1.6961","","","","4"
"2020-09-14","Canada","2021A000011124","U.S. dollar, daily average","Dollars","81","units","0","v111666248","1.25","1.3175","","","","4"
"2020-09-14","Canada","2021A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI)","Index, 1992=100","173","units","0","v111666250","1.27","","..","","t","8"
"2020-09-15","Canada","2021A000011124","Australian dollar, daily average","Dollars","81","units","0","v111666224","1.1","0.9632","","","","4"
"2020-09-15","Canada","2021A000011124","Brazilian real, daily average","Dollars","81","units","0","v111666225","1.2","0.2498","","","","4"
"2020-09-15","Canada","2021A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1943","","","","4"
"2020-09-15","Canada","2021A000011124","European euro, daily average","Dollars","81","units","0","v111666227","1.4","1.5622","","","","4"
"2020-09-15","Canada","2021A000011124","Hong Kong dollar, daily average","Dollars","81","units","0","v111666228","1.5","0.170009","","","","6"
"2020-09-15","Canada","2021A000011124","Indian rupee, daily average","Dollars","81","units","0","v111666229","1.6","0.01790","","","","5"
"2020-09-15","Canada","2021A000011124","Indonesian rupiah, daily average","Dollars","81","units","0","v111666230","1.7","0.000089","","","","6"
"2020-09-15","Canada","2021A000011124","Japanese yen, daily average","Dollars","81","units","0","v111666231","1.8","0.01250","","","","5"
"2020-09-15","Canada","2021A000011124","Mexican peso, daily average","Dollars","81","units","0","v111666233","1.10","0.06256","","","","5"
"2020-09-15","Canada","2021A000011124","New Zealand dollar, daily average","Dollars","81","units","0","v111666234","1.11","0.8851","","","","4"
"2020-09-15","Canada","2021A000011124","Norwegian krone, daily average","Dollars","81","units","0","v111666235","1.12","0.1460","","","","4"
"2020-09-15","Canada","2021A000011124","Peruvian new sol, daily average","Dollars","81","units","0","v111666236","1.13","0.3710","","","","4"
"2020-09-15","Canada","2021A000011124","Russian ruble, daily average","Dollars","81","units","0","v111666237","1.14","0.01757","","","t","5"
"2020-09-15","Canada","2021A000011124","Saudi riyal, daily average","Dollars","81","units","0","v111666238","1.15","0.3513","","","t","4"
"2020-09-15","Canada","2021A000011124","Singapore dollar, daily average","Dollars","81","units","0","v111666239","1.16","0.9682","","","","4"
"2020-09-15","Canada","2021A000011124","South African rand, daily average","Dollars","81","units","0","v111666240","1.17","0.08015","","","","5"
"2020-09-15","Canada","2021A000011124","South Korean won, daily average","Dollars","81","units","0","v111666241","1.18","0.001117","","","","6"
"2020-09-15","Canada","2021A000011124","Swedish krona, daily average","Dollars","81","units","0","v111666242","1.19","0.1500","","","","4"
"2020-09-15","Canada","2021A000011124","Swiss franc, daily average","Dollars","81","units","0","v111666243","1.20","1.4514","","","","4"
"2020-09-15","Canada","2021A000011124","Taiwanese dollar, daily average","Dollars","81","units","0","v111666244","1.21","0.04509","","","","5"
"2020-09-15","Canada","2021A000011124","Turkish lira, daily average","Dollars","81","units","0","v111666246","1.23","0.1759","","","","4"
"2020-09-15","Canada","2021A000011124","U.K. pound sterling, daily average","Dollars","81","units","0","v111666247","1.24","1.6976","","","","4"
"2020-09-15","Canada","2021A000011124","U.S. dollar, daily average","Dollars","81","units","0","v111666248","1.25","1.3176","","","","4"
"2020-09-15","Canada","2021A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI)","Index, 1992=100","173","units","0","v111666250","1.27","","..","","t","8"
"2020-09-16","Canada","2021A000011124","Australian dollar, daily average","Dollars","81","units","0","v111666224","1.1","0.9642","","","","4"
"2020-09-16","Canada","2021A000011124","Brazilian real, daily average","Dollars","81","units","0","v111666225","1.2","0.2510","","","","4"
"2020-09-16","Canada","2021A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1949","","","","4"
"2020-09-16","Canada","2021A000011124","European euro, daily average","Dollars","81","units","0","v111666227","1.4","1.5583","","","","4"
"2020-09-16","Canada","2021A000011124","Hong Kong dollar, daily average","Dollars","81","units","0","v111666228","1.5","0.169908","","","","6"
"2020-09-16","Canada","2021A000011124","Indian rupee, daily average","Dollars","81","units","0","v111666229","1.6","0.01791","","","","5"
"2020-09-16","Canada","2021A000011124","Indonesian rupiah, daily average","Dollars","81","units","0","v111666230","1.7","0.000089","","","","6"
"2020-09-16","Canada","2021A000011124","Japanese yen, daily average","Dollars","81","units","0","v111666231","1.8","0.01255","","","","5"
"2020-09-16","Canada","2021A000011124","Mexican peso, daily average","Dollars","81","units","0","v111666233","1.10","0.06261","","","","5"
"2020-09-16","Canada","2021A000011124","New Zealand dollar, daily average","Dollars","81","units","0","v111666234","1.11","0.8878","","","","4"
"2020-09-16","Canada","2021A000011124","Norwegian krone, daily average","Dollars","81","units","0","v111666235","1.12","0.1461","","","","4"
"2020-09-16","Canada","2021A000011124","Peruvian new sol, daily average","Dollars","81","units","0","v111666236","1.13","0.3720","","","","4"
"2020-09-16","Canada","2021A000011124","Russian ruble, daily average","Dollars","81","units","0","v111666237","1.14","0.01760","","","t","5"
"2020-09-16","Canada","2021A000011124","Saudi riyal, daily average","Dollars","81","units","0","v111666238","1.15","0.3511","","","t","4"
"2020-09-16","Canada","2021A000011124","Singapore dollar, daily average","Dollars","81","units","0","v111666239","1.16","0.9698","","","","4"
"2020-09-16","Canada","2021A000011124","South African rand, daily average","Dollars","81","units","0","v111666240","1.17","0.08076","","","","5"
"2020-09-16","Canada","2021A000011124","South Korean won, daily average","Dollars","81","units","0","v111666241","1.18","0.001123","","","","6"
